from,to,distance
9959,18827,73.7
19255,3613,35.6
14976,1179,35.7
4781,9396,85.2
2625,6204,48.4
9321,9195,25.5
18615,7805,36.2
18173,15132,66.2
13149,12360,37.8
7412,11931,26.4
239,9467,80.1
15500,11907,39.7
6051,9159,26.9
16908,9112,93.6
1314,689,66.1
14033,621,55.1
19202,6934,73.2
6452,19450,66.7
8282,13320,17.8
8869,15032,60.1
13848,4268,92.4
18833,3289,77.9
15871,10222,88.5
34,16867,96.0
18346,6260,77.0
11115,3006,30.8
14261,13195,5.6
6370,12234,18.6
2674,13240,84.0
18806,17200,84.5
7038,10589,70.1
13973,15803,46.5
9015,16231,9.9
10918,16191,57.8
10985,6189,35.6
15265,15298,13.7
11311,3568,45.6
17474,2503,5.4
1269,1075,99.6
19091,14212,60.4
6021,8477,42.6
5606,5513,6.9
11153,8408,63.3
19017,891,95.6
15666,15852,32.5
7669,173,14.8
1745,14605,7.4
15578,13984,12.1
16290,4625,99.2
17174,3601,39.9
8461,14286,18.3
11566,97,43.1
4991,828,80.0
6024,19238,30.6
923,19268,49.1
18348,1755,11.1
11929,7106,84.4
5098,11201,8.7
8210,578,57.7
7571,800,86.8
19034,14586,18.0
15216,8417,19.1
9650,19045,31.8
749,17992,6.6
7299,18925,80.7
17868,13156,89.4
2650,197,73.4
2110,3292,16.9
2420,16950,68.3
4198,13952,72.3
5235,8212,32.9
7188,1413,36.9
17846,13370,46.8
18179,1129,34.2
1557,12250,28.8
10257,18743,31.3
15416,9186,97.3
6156,8769,93.7
1151,17768,99.5
14589,9888,45.2
5569,9846,5.7
18717,18638,79.6
2826,3421,61.4
12804,221,59.1
17408,8998,20.2
11245,17122,53.1
15403,9665,51.2
3310,3996,7.7
7798,4096,86.2
12600,14231,38.3
18641,4954,65.5
3622,4833,93.2
14448,4300,77.2
11177,19719,35.0
7229,16079,30.0
6462,4359,59.3
15204,17729,30.8
3742,6177,44.7
4439,17990,19.7
19199,19555,79.8
4691,16860,36.5
11301,6394,52.6
4123,17764,20.3
166,6836,64.7
8335,15664,23.2
15069,16200,82.0
14605,7479,49.1
14365,3117,81.6
13125,16697,81.6
17416,17384,56.3
9071,3910,77.1
5363,9838,63.5
2232,1041,90.7
11092,11901,34.8
14587,12622,40.1
5783,16553,75.8
8883,14693,66.7
4870,12958,25.4
1985,7694,62.3
14759,1520,18.3
16388,16751,11.9
17906,19630,19.6
12756,9921,44.8
10222,5934,30.2
8805,864,53.5
18270,9334,90.5
9968,13667,14.0
5378,10868,99.1
12649,9392,34.6
9929,18640,63.4
12145,2582,22.9
4714,6943,59.6
19025,19952,7.9
2700,10403,47.8
11717,11975,36.9
8121,910,19.0
4031,14010,22.2
15808,15250,49.1
12045,2690,52.9
7538,5077,81.3
13858,13224,50.9
12592,961,96.8
13430,14495,33.8
3503,4218,63.3
9641,14655,59.3
18792,4232,14.2
17160,4805,44.4
7055,9292,92.2
68,19743,34.2
10013,11429,49.2
1665,11933,95.9
3412,17892,96.6
6410,16957,80.7
19650,4683,37.6
13132,5507,38.1
17037,1047,65.3
15940,15541,20.9
8885,8422,27.5
17552,2322,9.0
17071,5573,70.4
7514,12193,21.1
15631,10473,81.6
9378,18650,22.5
5652,15530,65.1
9084,7346,26.2
11493,12471,33.8
17204,8028,29.4
16213,18774,53.7
16996,759,19.4
9368,18359,82.7
84,10403,11.2
15285,6060,53.5
2857,18367,51.6
2232,16574,72.8
6214,1093,12.5
2613,11344,10.8
82,8787,97.1
16840,10626,63.1
18012,13597,21.9
8011,14686,84.5
18981,15240,99.8
3950,1927,39.9
11297,13973,35.8
14851,261,75.8
6075,14470,25.7
3222,19110,31.1
4652,12414,81.0
7868,17448,10.3
13453,275,19.0
19724,15377,58.5
12328,14354,62.6
8899,6101,11.6
17691,13800,58.3
12234,18416,7.6
7763,10947,11.7
14321,67,12.1
12969,3843,12.2
14650,15574,28.7
2010,12201,74.3
16253,18875,15.2
15929,1565,62.8
16542,8299,51.0
7662,9564,27.0
10213,7350,90.6
18652,6208,80.7
8571,3719,27.0
15171,5760,7.3
18448,2411,72.0
10214,18205,19.5
17353,18791,8.3
6703,16408,64.8
11968,2876,69.7
12668,7462,75.8
11306,8157,23.4
13927,9221,7.7
9098,4164,93.6
19000,14931,90.7
10611,2703,96.9
728,2060,55.4
15966,9438,18.6
19887,19493,41.6
19291,4191,9.8
2606,17322,89.2
10107,14918,44.5
17463,4123,71.7
3648,19494,51.2
12825,7992,26.6
5436,19980,9.4
6015,14722,91.2
5796,18529,31.9
9806,3249,33.0
17844,367,71.6
4881,8706,15.1
367,11299,31.2
7975,15351,5.6
19813,6723,72.1
19867,736,48.1
5892,2550,41.8
17609,3679,61.2
12517,17873,61.1
25,16329,68.7
18702,16355,23.1
5101,173,9.4
17767,2709,91.4
1706,1591,96.3
19343,11049,12.8
16779,14388,80.7
4121,8590,65.7
6711,4192,43.6
15720,19304,75.3
3695,1499,16.3
3139,16250,40.1
18813,8893,17.9
18847,3266,70.1
2514,13994,88.3
19458,4764,61.9
8527,14408,70.1
12670,9654,98.8
388,12239,59.7
14567,8260,43.2
19383,18681,10.2
455,18524,24.2
12642,7648,67.4
4363,18732,68.2
6590,18705,86.0
14763,3991,82.2
6518,18254,53.5
18013,13827,36.6
2077,9324,83.1
10077,16863,52.4
7052,15458,25.3
3864,5718,32.7
18887,7132,16.1
19728,11834,62.0
6298,14424,61.6
14673,11164,81.7
13120,16778,93.7
17202,15947,65.1
9810,4994,49.7
5034,4645,88.7
16312,2190,29.3
9035,3464,67.3
11843,12906,94.9
16885,19702,35.1
4174,5300,59.4
18621,3374,43.0
16452,5013,27.7
8764,18717,83.8
4675,17121,25.7
13502,4390,9.3
16674,16593,48.1
18433,11515,28.6
14967,7522,96.6
4565,16335,63.5
1367,16941,81.9
14304,12413,56.6
17476,3024,37.0
19549,3127,66.7
10774,13095,96.9
13516,17774,32.9
6572,11307,54.3
15741,11449,49.0
6492,6043,34.0
19331,18726,98.6
18350,15194,13.6
10980,19558,90.1
17700,5606,33.2
1508,5280,77.8
5275,12296,83.2
8122,5452,52.9
11937,12112,49.7
478,4429,91.5
2678,14390,82.3
7854,362,63.0
9456,10716,66.5
5913,13402,13.6
1121,9556,25.2
10573,5752,73.3
12779,10205,35.3
3647,257,37.9
13380,5976,76.7
11642,3129,61.8
13353,17673,94.5
17152,15055,75.2
17912,18175,48.5
17507,17511,88.2
3325,10050,51.4
9881,2872,83.6
15741,1020,60.4
18781,13130,85.0
3990,16590,97.0
5116,15924,42.2
3373,1978,55.3
11071,16426,5.6
6918,11071,61.2
1962,8343,11.4
17002,19923,34.7
16528,9462,97.6
14244,1463,51.1
4406,1022,82.4
11007,16540,77.0
18399,7351,17.3
10969,957,98.7
13361,8374,56.6
6935,7678,67.7
9174,1046,93.4
3124,14725,99.6
3566,18659,58.9
2434,10288,85.0
5341,3399,66.6
12892,433,99.4
13697,6742,86.1
10195,12812,97.6
17341,1085,83.0
9137,14798,63.7
2586,4763,81.6
17938,6210,74.4
10994,3343,29.1
10464,4479,35.7
8599,17900,53.5
12021,15560,23.4
14624,10204,24.6
18269,17316,6.5
13017,12938,66.2
12343,4238,76.1
9448,4756,32.9
19610,17074,68.3
9423,8120,54.7
14167,9808,20.6
12635,8106,94.6
3389,11329,93.9
1699,12095,65.1
5525,11156,64.6
4092,2076,38.3
19204,6101,30.2
2836,5120,88.3
3948,16968,11.8
16909,742,59.8
1249,9387,65.3
4309,10596,76.3
19350,13731,49.3
530,1167,76.7
17607,7855,55.3
101,12748,12.0
10838,10481,14.6
9608,9198,94.2
7888,5651,6.4
11221,4641,12.5
13732,7013,23.4
10267,11563,19.2
5155,12621,31.4
10438,19875,29.8
19624,7968,11.6
8473,17208,91.1
18821,12922,95.9
10486,2855,23.9
11620,579,28.3
15424,8810,49.0
4621,11342,12.3
7190,6379,42.9
6199,9759,65.5
8351,19748,65.8
10255,8473,51.7
12526,16344,56.5
8979,14715,71.2
8418,959,54.0
5450,15953,8.6
541,14332,43.6
19515,7482,69.2
16580,11719,9.3
15224,11930,22.0
14450,13602,84.6
12924,8877,79.3
231,6950,85.1
11805,10876,12.4
3636,11624,77.0
19333,18617,38.2
142,14012,10.8
14233,18415,37.0
18321,17470,51.0
5928,10434,62.0
6824,13146,85.2
15755,3965,95.8
7863,9383,12.3
6170,4127,83.8
3177,4501,71.5
10879,11689,47.1
2682,8090,76.5
2725,18652,91.4
10296,14136,67.5
17732,2224,25.3
19942,17896,7.4
3236,5470,61.4
10596,10124,72.2
3037,4765,43.8
7288,4779,44.9
19117,14671,94.6
19937,17634,68.8
6559,4555,45.8
11550,16072,22.7
5307,16291,97.9
967,17537,98.6
6778,15811,6.9
792,577,18.1
14453,12548,90.7
17569,13079,61.7
5163,766,8.5
9132,6511,51.4
17455,10834,53.8
17393,19745,78.4
11206,14477,97.1
749,13583,69.0
13401,809,87.7
8221,821,77.9
15966,12988,8.6
6554,5040,99.6
1810,4967,10.2
10794,1183,77.2
10511,12075,76.2
6159,5816,37.1
14060,7639,92.2
8676,17371,42.0
6737,16174,38.2
1726,8435,70.9
14648,17402,82.8
8358,16940,12.8
15190,14133,30.0
6452,3060,13.1
12340,9354,77.7
12004,11682,88.7
1770,11355,77.0
7563,11568,97.6
4640,10797,54.5
15864,8674,87.6
6570,7673,27.7
17051,14699,12.8
4535,14988,84.8
15306,2656,88.9
8200,12723,92.0
16963,7757,72.0
10756,11396,41.8
1970,7766,20.0
18542,11133,48.9
18990,19185,6.9
522,953,17.4
15860,6441,24.5
936,12670,39.0
18936,4269,53.2
15332,18511,69.2
6682,1951,70.0
13102,7415,11.1
17772,13677,84.5
17564,17447,37.5
8161,6202,94.5
13256,1898,72.2
3748,261,56.7
13212,3017,69.3
16354,9009,97.5
17167,14348,18.3
11468,13642,27.4
19069,14261,23.5
2397,9720,74.5
17354,17636,71.2
5943,9906,88.3
17172,6617,57.2
5848,17090,63.3
8070,1340,73.6
5562,2636,66.9
16938,4131,89.5
11065,4912,65.6
16956,13647,13.2
8287,5329,31.1
12890,9277,71.0
8419,19266,32.3
14698,9759,19.7
508,6675,50.4
3109,7049,98.0
14358,17981,67.8
398,4653,23.1
17424,5804,19.8
9025,19042,83.0
19520,13201,25.2
8144,19981,46.8
6307,6754,10.8
18951,5793,52.8
18901,9760,86.3
13978,8759,75.6
14819,13632,80.1
13301,1870,42.8
18012,15397,68.7
1231,5443,18.6
15744,5923,100.0
9505,8710,22.4
8114,9748,23.6
4344,11715,41.4
18889,9699,80.4
9692,15698,75.1
9871,6537,72.3
18813,10553,82.3
2852,12231,98.5
12058,4488,47.8
3049,8043,68.4
17477,12166,18.2
15634,1550,44.7
10651,13362,14.7
16544,11399,99.4
6650,3518,22.3
8488,11591,39.6
11235,1719,27.4
6425,17982,53.5
10143,15667,29.7
17270,10556,62.5
11801,11496,90.3
5030,12275,97.8
5866,18793,99.5
11153,11769,50.1
19173,11370,30.4
13303,1898,66.0
18188,19133,86.4
10136,19388,38.7
9701,2448,98.0
18404,10466,77.1
13229,17124,44.5
10610,14010,82.0
519,11298,90.8
19429,5543,64.0
8532,17969,26.6
7832,8252,88.2
18824,5077,41.8
9006,1827,38.4
9491,1772,38.1
12508,5022,68.2
10222,10237,30.7
16878,2757,18.8
12086,6036,40.6
9174,8403,75.6
18677,18612,95.0
13189,11218,11.4
12003,11123,69.5
15689,11010,31.5
7636,15418,59.5
5031,19933,49.6
10066,4868,16.2
4300,16195,29.5
18927,3060,68.5
9755,1699,43.3
9591,10152,7.2
14384,16017,60.3
9537,16890,55.9
13556,5161,8.9
719,14190,30.9
17977,13722,87.9
17947,9903,72.2
6327,3744,29.5
12175,10597,34.0
5059,16890,59.3
9250,7295,23.5
19793,15527,64.2
2782,8932,29.1
6561,19706,15.1
17939,16711,72.1
11990,16379,53.3
3907,14896,76.6
9466,12785,66.6
3359,12861,49.6
17828,8408,46.7
1187,4852,65.0
19801,3267,54.2
18295,8610,31.5
5631,12281,26.0
7673,18081,72.2
14052,7572,49.5
9763,10581,43.3
8765,5022,69.9
9975,467,6.1
14517,994,28.5
7809,7633,20.9
18598,9098,47.7
16343,6989,40.8
5500,12397,40.7
16545,17998,11.6
4217,19711,49.8
16903,6254,84.9
10900,11885,35.0
15926,9766,15.0
208,7420,5.2
10379,7316,50.7
6111,865,99.3
7786,3635,37.7
7962,7123,51.1
12730,7640,30.9
15307,355,93.8
1003,6864,74.2
10744,9776,36.4
13483,10744,48.4
18638,1835,10.9
3562,4427,56.5
7803,16052,17.5
6265,1389,65.1
5039,10063,65.7
11146,17898,50.7
16796,6033,92.2
17224,17375,96.6
4520,1083,10.0
12704,8679,58.3
19239,4979,66.0
18033,12278,66.4
5584,11221,86.7
11106,1304,36.8
5122,10264,51.3
8988,11697,76.9
2562,355,20.0
5221,19817,89.1
10155,12923,88.5
2516,2774,5.1
8250,18117,15.9
10808,5489,39.6
17493,256,45.3
19851,5083,43.4
16584,10762,47.2
15680,16547,15.2
11963,7467,75.7
19347,14147,50.2
3384,13998,63.4
5474,1369,43.0
17491,13542,86.4
2443,15758,53.7
2323,19056,32.2
16970,10958,51.6
17787,3510,43.1
372,1395,57.4
18545,864,19.0
3548,8377,85.2
4565,1276,55.9
3826,16744,78.2
12713,1124,56.0
7539,9234,15.2
11700,6683,32.6
3788,7690,84.7
2968,8664,29.1
7221,9269,98.7
9422,6995,51.2
18667,7181,84.8
6892,7519,43.9
10850,10660,84.0
6949,12255,56.8
3091,19101,17.6
12510,16170,14.8
12821,15317,29.0
7282,8341,65.6
5881,5975,18.5
13636,6571,76.6
16792,4665,38.2
11272,16721,45.4
15392,6172,15.7
13164,17077,89.6
19170,11758,15.4
8976,15187,34.6
1596,3836,58.2
7194,4005,93.2
106,8958,49.3
15598,19004,10.0
12766,3970,19.4
18805,19493,16.9
13562,8835,72.8
17366,19423,84.5
11051,2911,68.4
9280,17109,63.8
10034,1884,50.8
7306,7898,78.0
6786,13309,85.7
7779,4394,25.0
18309,18069,48.1
6646,14181,39.7
7658,11233,24.5
16910,10244,65.4
2781,19915,27.3
19062,8205,75.7
10555,11563,63.8
16206,3143,60.3
13366,11421,52.2
6500,2625,31.1
7891,18081,90.1
9500,1110,81.4
10572,2551,63.7
13451,6085,84.9
13127,17663,66.7
1592,4752,25.1
9927,7598,23.9
8974,5685,55.3
12224,5496,90.6
13514,14309,34.2
14232,6147,89.2
16348,11650,46.3
10234,2375,96.7
19754,18059,19.3
19647,8336,48.3
18475,1033,32.0
3921,4264,42.5
13425,14254,14.3
18704,14959,33.8
353,10635,94.0
18849,13977,79.7
3206,15713,22.1
4483,19099,76.5
6563,14147,36.7
7575,3697,62.5
11819,10011,72.1
570,16062,81.5
18211,19390,35.0
14814,14754,99.0
4227,16155,60.7
1486,7307,39.0
602,9768,50.3
13487,4279,66.7
3664,5184,66.6
12372,14370,77.1
19580,10109,55.5
2632,9997,69.4
10624,17954,29.2
2028,4616,98.5
1109,6611,36.1
1804,14845,66.3
8819,8714,17.8
18472,9024,58.5
10823,4118,23.6
15601,15327,5.0
4800,8362,74.1
5339,18173,9.5
17022,17226,69.3
17118,8451,49.4
14091,16597,41.3
17604,7646,90.9
14416,3349,48.8
4275,4927,50.4
18809,1786,26.7
12712,5331,71.3
15442,2080,64.1
3119,9828,61.2
4622,17063,82.4
5436,8604,40.8
18655,14505,71.4
16867,3628,63.1
10697,7695,11.2
6183,14365,22.9
8006,13804,85.6
7166,8513,57.7
3546,7031,15.6
13621,13752,84.0
18936,7268,20.4
18273,17492,26.8
5263,11893,38.9
17526,4607,53.6
19952,17738,93.0
10208,14395,22.1
8735,15163,86.7
19294,3125,38.9
6619,703,42.8
2694,17943,83.5
19371,5797,20.0
11401,820,8.0
7488,10641,9.7
11403,12524,33.4
1529,16942,41.4
8928,2529,30.2
19698,10058,74.9
12782,16654,52.2
7892,5400,90.3
11811,5755,43.2
18852,9093,32.8
725,9409,48.8
16089,2589,39.5
13251,8039,12.0
11314,16900,28.4
17616,10787,21.8
12933,15701,79.7
1503,18808,93.4
14278,4021,31.4
1135,11857,48.3
19942,11479,57.4
11704,9171,69.8
9511,2931,63.2
5197,12647,66.8
16992,11652,70.0
955,12573,8.0
13775,3319,10.5
17129,4450,56.5
2750,10778,9.5
18337,19880,83.2
14846,8282,30.3
8803,13042,60.9
15158,13822,58.7
7552,18937,84.2
5623,8662,21.2
2297,15014,17.9
17491,12715,88.7
5485,5189,44.4
3058,9784,57.4
7688,19011,60.6
5833,16314,57.8
14712,9906,41.5
12453,1518,61.8
5473,15043,54.4
4722,18388,42.6
5158,18673,68.6
15596,840,99.9
16771,8598,13.7
11696,15777,12.5
363,4972,75.7
15283,16495,42.3
2571,12363,64.4
16014,6629,10.1
6493,4966,95.5
12975,7567,84.2
10891,3248,96.2
1220,15077,98.9
10751,8167,70.8
7790,4050,85.3
12384,5984,10.1
16686,19117,59.4
2182,306,15.9
5982,18485,92.4
18122,9205,94.4
18547,14043,67.6
14871,12213,56.9
14993,1415,70.7
2112,15070,95.1
6139,11683,18.2
11024,4726,81.5
5263,2165,25.0
5223,4649,14.2
11208,6216,65.2
7044,6241,5.8
203,1343,88.7
11295,4750,58.7
656,7788,91.8
7470,10077,15.8
15314,6722,26.1
13234,6983,54.0
19739,18479,43.4
4124,19826,24.8
2193,4234,42.0
11161,9358,97.8
7587,5177,8.4
299,15723,80.1
4633,13403,67.8
19271,10959,86.2
163,7633,92.3
9968,18290,89.9
11540,9534,49.9
16294,1047,90.4
5736,14879,93.4
16623,14210,42.6
17637,513,92.8
7366,5243,42.7
9670,16369,52.4
5535,19257,58.3
8500,3624,75.1
4319,15065,47.8
9835,14560,17.5
3752,19953,92.8
752,4668,80.6
11543,1081,10.9
12838,4892,44.4
13199,10864,54.2
13135,7775,38.3
1340,1226,56.7
7495,8329,84.3
4991,3004,8.1
17951,6490,86.0
13736,11843,96.0
4642,7378,70.9
2572,5776,68.7
7992,14263,8.0
5126,4045,62.8
18465,17081,64.4
13254,14600,53.2
15998,9689,20.6
8935,707,52.0
9350,13016,52.4
13232,2716,83.5
6473,11085,61.1
5591,19716,58.0
18756,4164,98.6
806,19997,47.2
13294,4233,46.6
14028,19086,28.2
19362,14142,81.5
3540,4935,27.7
8836,15953,53.9
8711,2050,84.6
16352,18273,75.2
14155,8413,43.9
8903,13796,21.9
15737,17938,18.6
18425,10809,25.5
5444,8341,64.5
4522,18952,18.0
3660,11339,32.0
2086,2772,7.6
3015,14081,67.7
15289,1119,86.6
1647,1038,41.0
15928,10752,59.9
10408,1337,42.2
18364,6896,24.7
5717,17744,69.3
4107,18387,48.0
3782,15750,5.6
16443,1910,29.1
7305,60,63.7
108,4548,79.3
6751,15682,46.5
7695,3894,97.2
10530,4573,89.1
5556,1405,38.7
1222,5266,62.3
14397,7075,77.9
9790,929,19.7
852,5282,15.1
17660,12243,87.2
6871,6809,55.3
3487,14210,30.1
5804,15555,31.6
18041,2018,44.5
14364,9503,92.8
17110,10675,95.6
6223,1315,46.7
619,1961,79.0
6006,124,90.2
8364,1703,97.7
2939,2615,44.5
16551,4277,40.9
11827,11904,14.1
19432,719,44.1
7002,12781,47.5
12525,4551,45.9
12321,11293,60.6
4121,18766,77.2
4325,16673,90.7
8802,6209,76.3
10107,6418,7.2
11294,11210,25.6
4932,11414,99.7
12626,19254,20.8
4417,17126,49.4
1712,9265,96.7
5291,10218,70.3
2072,509,7.1
10860,1581,7.8
11066,9147,33.8
10559,4613,12.2
2519,8123,65.2
3837,2440,6.7
8049,19564,84.1
9269,16278,50.5
8006,8708,84.7
11067,18503,20.4
19970,3259,42.5
3489,2406,75.1
18686,19746,41.7
816,12180,28.7
17480,5308,71.6
16762,12936,20.3
12628,18954,7.6
19935,1001,76.9
3972,17117,25.1
16118,9703,47.2
10707,9296,51.6
15072,3003,67.9
1874,9063,83.2
17648,12190,73.5
6797,7616,61.9
18339,5878,83.1
14157,7185,69.8
16464,13460,79.2
13817,5684,5.3
12898,10112,60.4
16133,3470,17.1
6959,175,79.0
17039,16580,17.9
8218,16447,81.6
7047,13439,80.9
1036,1669,48.2
9604,10850,96.6
1921,10941,59.0
10552,19626,17.2
6731,16411,87.9
1665,9630,29.7
11397,8807,82.6
17881,2505,72.6
6973,15103,68.6
8462,13267,19.5
13706,321,44.7
1937,16957,20.4
8366,19970,38.0
17805,11051,30.7
7417,1125,76.8
9212,18679,32.0
6671,17394,23.3
1759,12725,58.7
5671,3216,55.6
7437,14541,69.9
13768,7784,79.2
14746,1008,77.8
5436,8471,31.3
12079,13862,55.7
58,14705,79.7
289,16499,78.8
14309,11289,85.7
16300,16139,56.6
16511,3323,29.6
12,16684,10.7
11616,15343,18.1
12973,8135,52.4
8275,4675,97.7
18247,18770,37.8
11756,9720,71.4
9359,3529,49.6
235,13631,73.5
17860,5819,10.0
4377,19439,28.9
12272,18296,26.8
12950,4064,88.0
775,12033,89.9
7111,5365,86.4
11149,15160,54.7
18709,17035,75.5
7156,2278,65.6
10095,15738,45.6
4443,11776,19.0
2531,15185,30.0
5507,3469,96.8
10014,8127,77.0
18944,17221,42.3
14724,7546,83.6
9242,14264,26.5
8635,1644,95.3
11050,3505,89.5
18485,10590,63.5
16412,3151,10.5
11723,13872,83.5
5451,10937,89.2
2829,15180,82.9
344,9868,61.2
5664,11471,17.3
13916,1360,89.5
8295,7576,30.7
19441,6561,64.1
19219,12311,53.2
16559,14399,93.4
4048,14055,95.5
18032,14141,33.4
7149,8458,31.1
2403,16956,36.6
3849,7571,51.0
8878,16403,48.3
8467,16898,15.3
1578,2873,94.5
714,2172,52.5
19417,18754,55.0
3068,11244,78.8
17357,4241,71.9
3110,416,35.7
49,14075,90.4
13430,18755,82.5
6661,10985,28.5
6401,13312,88.8
4102,6703,11.5
9013,6836,63.9
13926,7818,91.9
19103,5151,70.7
12315,2339,93.5
3562,9590,23.1
17230,1889,22.6
3667,8894,93.1
14706,6929,27.4
10066,6926,49.3
1845,8164,38.8
9914,2204,38.2
19184,5613,96.7
19178,19440,15.8
13584,18160,27.0
3457,675,61.5
2139,7178,86.6
18929,19857,72.5
1488,8541,35.5
13333,9208,87.7
19523,8914,43.3
7771,12548,31.5
4263,18524,69.8
3115,1622,71.6
17170,4203,22.6
17750,4712,54.0
14002,5046,36.1
11492,2877,73.3
2954,8414,90.8
12137,1099,28.2
13566,6166,74.2
9657,18805,55.6
16396,2153,27.8
951,18832,86.2
8093,16348,30.2
13622,9660,82.5
15258,15215,94.6
7078,2815,80.6
4923,3534,99.4
524,1603,98.5
2506,14648,24.7
7106,1386,51.4
6094,15094,18.3
14163,1736,46.9
16072,11955,66.7
12160,15264,93.9
4680,258,31.5
12318,3744,69.9
10000,6236,37.2
19596,18651,6.3
11808,16538,96.9
14483,10580,86.6
15056,13104,7.6
19783,15858,49.8
14560,2924,62.1
6050,14327,58.9
16445,7910,7.3
751,2115,85.1
5062,1281,93.0
14307,9604,77.4
6201,17688,61.3
16372,11825,29.5
9723,15830,23.4
16908,13663,82.4
2787,13319,20.4
17893,14103,56.0
2063,14341,72.3
9939,9574,66.5
6544,14376,89.6
16268,19778,84.6
6458,14760,68.2
11286,12325,14.5
9927,17773,81.0
16542,18818,16.2
19579,15793,44.2
935,16867,74.7
18581,608,94.8
1413,18982,13.0
7920,11405,6.2
15007,17069,29.6
6940,17099,29.5
6143,10286,5.9
19859,3642,99.9
227,18925,55.2
7268,17327,25.5
19150,10647,63.4
2176,12143,65.8
8323,17224,40.7
15547,890,12.6
11795,5985,86.9
12891,8485,96.0
14746,12332,81.6
7247,9248,11.9
3985,6749,79.2
7267,7754,50.4
10197,13802,72.4
5797,12892,42.7
8043,17935,98.5
16472,11877,51.0
5010,11137,87.4
3368,6457,61.4
18083,16548,26.0
351,6912,74.4
15348,12070,91.4
1961,1214,29.6
17298,10641,95.5
243,13310,68.9
548,9865,20.6
10767,11032,47.0
3236,10697,58.5
2712,11250,54.1
587,17394,7.4
5523,3633,36.1
19558,14697,46.8
9110,19242,81.4
15598,18626,73.5
10479,4672,58.6
17433,12921,51.2
17829,4974,47.5
532,19139,20.2
4097,19059,69.2
16838,4359,27.3
6714,16196,81.1
6545,8011,10.8
134,9666,18.8
8699,7137,62.6
10115,17828,59.3
13822,6234,79.4
10094,7978,5.7
9448,18460,43.6
7990,15004,73.2
5562,19512,71.0
10277,3544,19.5
854,3960,22.4
1052,7680,17.1
11730,17671,77.1
10189,6809,14.3
646,4297,14.9
13209,4416,25.3
7689,1984,68.1
867,6924,97.2
5317,1593,34.6
8769,4093,23.4
10739,19136,94.0
16313,11377,81.0
18108,18592,73.7
9307,500,37.3
12531,18642,86.3
14360,8714,51.3
11193,5124,98.1
18544,5757,7.5
9401,5622,51.5
10080,8901,8.1
4242,19605,18.8
100,16397,36.6
2367,17871,52.8
16671,13214,49.6
8560,10890,97.3
6477,19386,60.6
13958,19392,56.0
8630,7196,73.1
7630,11131,37.7
12028,11209,10.6
13733,1173,44.9
18625,1618,22.8
18261,7197,61.3
14844,7788,6.7
12528,18509,77.7
4691,11868,14.8
13204,22,59.9
11896,2826,8.3
14381,16265,23.4
1572,17598,8.2
14500,2591,11.5
1344,4675,78.1
19929,13117,93.8
16331,12331,11.8
1519,4223,35.4
5918,1148,70.2
9212,3745,24.0
16868,6876,65.1
18744,12541,60.8
19520,19060,41.9
19211,16086,34.0
10241,1113,5.4
14113,18922,22.7
13230,13785,76.3
19052,4170,45.1
19469,11542,58.0
5098,377,16.8
1362,16189,80.8
6929,10793,85.8
7899,14319,89.8
9532,18560,90.1
18977,6094,66.6
14947,2238,9.7
5021,7286,65.2
17182,6121,55.8
15867,15269,37.4
13416,15178,65.3
11794,11145,92.7
11642,11410,64.2
10954,16872,53.7
908,10869,65.4
14882,14289,98.2
8878,7180,10.4
16000,7026,62.0
16541,10287,13.5
3934,7874,76.1
11077,10780,77.2
7836,5380,41.6
8500,4677,5.5
626,13634,71.6
4078,78,17.5
13821,16602,80.6
13899,3898,11.1
6453,12159,95.8
6602,6421,76.5
10209,13534,43.8
1576,4122,99.3
10006,6743,74.5
17025,8419,20.3
6125,5414,61.1
17288,14380,40.0
5055,15110,98.4
14301,2901,53.7
464,5882,90.2
19787,12693,29.9
13737,14931,37.8
14886,18791,33.9
4717,5619,73.9
8276,7427,85.3
14202,13552,67.7
14133,8870,35.7
15330,1589,44.1
4335,18868,88.2
12918,16876,40.9
9086,10524,91.3
4461,19741,93.8
3564,18243,63.8
17476,9082,43.6
11347,2777,68.8
8197,15692,91.5
16307,2247,23.5
12814,6068,35.7
13132,5524,81.6
11560,6372,80.5
605,4000,78.2
7534,1848,42.6
2592,12506,38.1
18053,1216,98.2
2719,8867,20.4
15722,6158,20.8
14284,12944,54.0
262,1187,51.6
12834,18448,69.6
9541,17532,98.2
14704,2878,37.1
8644,4850,56.1
13065,12910,82.2
1337,18209,27.7
3907,10487,89.4
1599,17829,48.7
12248,11167,70.9
12962,15589,66.6
1337,18433,53.6
4972,1563,6.8
1832,850,68.5
3194,8459,47.9
18651,17630,89.1
17834,17071,88.0
13630,12596,44.5
6927,1257,85.2
19874,2265,65.4
13328,5138,10.4
7974,11349,42.9
11041,11271,75.5
9951,19778,15.0
8226,18248,77.6
19731,4552,19.1
7851,10877,98.8
2690,4482,60.4
18635,4259,63.8
14025,4042,70.7
9539,8120,72.7
14955,9594,51.4
14672,13435,20.1
341,7610,86.9
3459,7598,44.7
18721,11375,46.6
155,1759,45.5
9424,14487,40.0
18437,19687,39.1
10093,13768,89.7
2786,19417,45.6
6574,6449,99.5
17340,9086,29.5
4166,14604,5.7
14614,7012,66.0
8542,17113,78.3
18919,796,69.9
19971,17329,53.3
5746,18365,45.4
962,442,24.9
6308,10248,59.7
