from,to,distance
108,4677,69.5
340,7726,69.1
9907,1448,27.2
5797,3339,48.7
3041,7852,27.8
8128,5189,58.3
1126,2266,30.8
6238,1580,28.3
5481,3748,86.8
7429,2332,14.6
4489,6920,57.7
727,9284,44.1
225,3396,5.6
888,9849,76.9
3137,3879,33.2
8982,6809,66.8
4842,19,51.2
8517,4629,37.8
4915,641,92.6
4959,6643,54.3
136,7915,19.5
1279,1651,19.6
1438,163,77.8
1377,5849,71.3
7286,4889,79.8
4997,4439,30.5
5312,6072,97.5
181,8034,84.6
8488,4760,47.1
806,3972,60.7
2264,4609,58.3
2601,2108,76.0
2842,8162,53.2
6974,9434,50.7
5987,9520,61.2
4630,9761,27.3
8928,458,86.6
1726,417,49.7
9469,7708,36.7
4614,8150,52.5
7716,7936,41.0
7483,2656,41.6
3786,5649,24.0
31,4309,93.1
4797,7547,77.5
3390,2961,29.0
6219,9791,82.9
5297,7282,19.6
9964,6145,67.2
872,1693,60.8
2413,8171,47.8
157,3763,82.1
7676,4737,52.9
342,1360,28.0
7812,1650,76.2
8571,2908,66.4
2596,5593,17.9
8889,1184,11.5
8158,7071,73.1
4519,5558,93.0
2889,9910,66.6
6517,5702,71.6
430,6911,18.6
5776,2147,69.9
1919,9085,35.6
136,8065,56.9
3918,6353,92.8
9824,9391,16.7
6674,5440,50.2
4827,2890,51.7
3570,810,52.2
2480,1488,94.9
3081,7841,20.7
7053,791,61.6
9802,4953,51.1
5273,7789,48.7
3917,3119,54.5
5242,713,9.8
7566,8551,43.7
2765,3769,40.8
6749,3665,96.8
3391,1277,42.8
8847,165,45.6
7557,1320,93.4
5961,1646,23.1
2181,6443,94.0
6041,6462,19.8
2178,6323,64.7
4484,232,93.1
1564,6608,37.7
765,8510,47.0
2627,7191,90.9
5166,251,24.6
9867,5084,80.5
9247,8425,66.5
6914,5068,32.3
9635,1112,31.3
838,4258,25.9
5201,5050,85.9
3845,4758,56.5
9309,5457,32.7
4294,8897,41.8
2000,5884,32.2
6963,2055,68.4
5199,7513,88.4
469,577,93.0
4007,6488,84.6
8477,5536,66.3
3709,7084,39.3
4199,8142,82.5
5393,7587,83.9
923,5992,8.5
327,9037,90.7
7854,7440,47.9
4651,2085,91.6
8372,3919,27.3
8482,5460,55.6
2485,7331,53.4
8124,4067,49.2
5586,7782,19.8
8117,6528,97.0
8524,7274,91.6
8666,9496,32.7
3814,9241,5.6
1321,763,32.0
691,2399,46.8
6761,3751,84.3
3271,4175,33.2
9653,8710,35.3
8004,1438,35.8
7865,6963,24.2
3019,8888,60.3
9499,8306,9.7
4797,2928,50.8
2466,8565,66.4
653,7976,83.4
9092,657,19.0
911,487,9.3
9160,4498,69.7
9014,7839,31.0
265,667,38.2
1847,3537,14.9
2247,2082,20.5
565,4185,73.1
3715,5454,21.8
4476,4249,25.9
9208,9773,6.3
947,1190,62.6
4702,3526,20.0
76,4435,84.7
7113,4897,41.8
5137,1942,5.3
5544,3068,16.2
4249,4157,21.7
7179,3348,55.7
9444,7248,56.2
9945,3917,12.5
3496,803,33.1
9253,987,18.7
1839,1189,26.8
7676,6204,63.0
1319,9904,33.1
5421,9848,19.6
9239,4750,13.5
4597,1571,79.8
4986,9013,20.9
9003,5665,43.3
8546,1066,39.4
7911,5481,50.9
8554,3334,92.7
5110,2730,33.7
4678,6271,69.1
5153,89,32.8
865,4751,9.6
5170,4463,42.5
3719,8141,7.7
4145,3424,80.8
9555,4937,34.3
6306,1237,32.1
9165,7565,41.4
1011,1728,78.5
2883,8979,20.6
2808,4884,7.5
7504,3325,47.4
789,2093,89.7
4184,5067,27.7
3987,8805,54.6
4791,6064,48.0
6456,3764,79.7
1012,3556,9.9
9073,8009,36.5
2241,5309,10.0
196,4858,39.3
7679,837,63.8
6888,9619,30.8
9491,4893,76.4
2362,5553,16.2
1199,8326,49.7
503,779,56.7
2206,5259,79.6
4990,183,71.0
6078,6615,27.1
9318,7935,56.0
8732,1469,66.1
4555,2133,42.0
5092,1873,14.9
8892,8485,56.1
9530,2984,58.8
7370,9900,81.9
8471,7762,48.4
3733,9524,23.0
4337,9516,38.5
4971,6417,22.5
9193,4741,46.0
2202,625,18.1
9043,2553,82.1
7392,8412,18.8
8183,9564,92.1
1886,5766,84.2
9663,6214,81.6
2345,2427,90.3
9754,7706,28.0
6414,3024,90.7
3467,7674,77.5
1119,6126,33.6
2850,2706,95.4
5474,188,41.2
6004,8070,64.1
2369,4679,68.8
4797,3752,92.4
7316,9375,50.4
5228,2715,9.3
9931,2988,68.0
9617,6250,40.9
8777,4720,94.6
4204,4827,78.2
469,2313,54.4
2584,2944,90.7
5577,7305,49.9
2547,284,19.9
7188,1685,29.8
3476,292,58.8
3253,2728,16.4
3883,5178,11.4
6518,9881,28.1
4417,5299,40.8
9455,3396,71.7
7358,9918,20.2
760,1316,97.7
1314,1503,88.2
2209,4109,39.0
8794,1921,72.2
53,1253,50.3
8893,427,38.4
9582,9973,77.9
6466,6277,66.6
1438,7918,93.1
2259,2876,65.9
5551,9153,93.8
2687,5577,51.9
2554,508,92.0
9674,909,95.4
1505,8466,97.8
6164,123,90.2
2569,7132,53.9
1105,2305,44.6
7559,6716,22.7
3557,1826,85.9
3576,9445,8.7
8005,4722,40.0
8839,2597,99.3
7685,8726,68.8
3255,7535,82.8
5134,4848,21.0
5975,1210,57.3
5742,5542,75.3
4307,3796,43.4
5195,124,26.3
1221,3584,29.8
4645,1340,11.2
3956,6796,80.3
4483,6227,21.8
276,7030,83.6
9069,5758,35.9
7238,262,27.5
7922,6472,98.0
6718,4210,21.6
6139,6572,6.4
2734,2493,63.4
958,2228,83.9
2560,785,76.9
7372,3065,71.6
9768,2853,92.5
1624,4762,91.8
7284,1601,72.5
6020,7098,27.0
2024,4891,25.5
2608,6041,97.0
15,7001,31.8
8774,5073,89.8
3079,7942,98.2
3396,1327,66.5
7945,4291,68.7
2285,4437,87.5
1912,4202,60.0
8436,4894,92.3
8431,9340,98.9
6446,1368,27.5
466,3002,18.1
3321,9944,62.7
2964,3666,37.3
2253,5505,48.2
1829,3743,93.1
4703,9787,76.8
7064,2231,98.4
3312,5194,25.8
9243,7651,32.4
6885,2284,76.6
8278,1544,77.1
6269,1945,28.8
2920,1922,45.7
2371,771,60.5
9979,3721,20.8
8782,4895,33.3
2531,7175,98.8
5281,8425,82.0
5860,210,60.6
8280,8860,64.2
9483,8176,72.4
7657,6338,87.3
7316,1561,70.2
6517,447,47.7
496,5057,52.5
1952,6727,64.8
6708,9515,64.3
4403,4877,68.7
7190,7391,24.8
3578,3776,79.6
8708,2142,99.2
7299,1354,57.7
9225,8838,42.3
3272,1282,50.8
4747,9731,86.9
6290,8810,97.1
681,9994,97.5
4621,9029,76.7
5838,3311,6.4
4565,1335,40.7
8906,9482,79.3
5605,9582,97.1
927,8955,20.0
870,6252,28.2
3545,6088,71.4
3938,9747,73.4
370,571,70.3
4238,7259,16.1
8335,6370,51.0
5536,3794,86.7
1494,1561,34.5
5312,7285,89.2
71,9859,43.9
4465,8575,6.8
840,9776,64.6
9924,4069,92.8
4206,7969,92.3
5486,1212,25.1
9661,9966,78.9
6381,7900,5.9
4161,3166,58.7
8082,6865,80.6
6343,6592,13.5
1686,6006,45.8
2651,4182,91.2
9661,5127,80.1
6621,6634,59.0
3694,8172,83.5
2225,1808,67.7
8144,6931,97.9
5239,7406,30.4
6024,8711,47.6
2791,2509,47.7
1332,660,51.5
4668,8963,59.1
4378,9080,14.9
8086,5371,57.0
336,3817,65.7
1947,3321,40.9
3340,3911,75.3
3705,7328,48.2
5696,181,65.4
9570,1817,82.7
1830,8308,13.3
8126,8802,20.6
2983,9822,74.5
5152,5810,34.6
3091,6695,48.1
4107,2185,38.1
3066,6655,80.7
6013,6430,5.3
2953,8069,60.4
5256,482,70.8
9273,1972,52.1
6618,7876,83.6
4052,7963,92.3
9132,4331,86.3
3787,3525,90.9
4807,8201,81.9
9531,287,60.3
2457,4896,27.7
3234,857,78.9
9833,5100,59.8
4102,9176,99.5
9744,4373,96.7
4990,5459,33.7
3382,5669,7.9
1944,7460,7.4
7785,5626,7.8
2250,4114,13.6
8599,9849,49.6
2238,9682,76.9
3807,344,5.6
5939,2312,45.0
8334,8615,53.3
6402,5040,6.0
8543,2249,59.8
1122,6762,60.6
6462,8073,51.6
5716,2447,70.0
7528,755,94.2
2037,9715,90.3
4644,9572,63.5
9453,3309,58.0
9755,6602,19.0
278,5346,39.3
4440,9345,75.7
4809,5988,20.8
5080,4740,69.5
3016,116,82.7
9259,9371,86.1
2287,1141,41.0
2667,792,35.9
5824,840,9.1
5651,1823,99.1
6184,9535,78.1
802,8933,23.4
4563,6858,30.8
1885,2504,75.7
5923,1595,61.9
9120,876,72.4
1516,1635,73.4
7724,5193,58.1
5259,4156,97.4
3737,1055,50.4
5032,88,64.0
926,3997,54.6
4788,6434,18.5
7432,6439,88.7
7558,8627,45.1
3063,146,25.3
5964,444,18.6
8258,7604,7.8
854,5288,12.3
3076,9016,99.6
917,8999,75.1
2526,693,85.9
5442,631,30.6
6152,657,97.4
9014,255,46.2
8130,4085,58.4
2261,516,36.6
4501,1553,8.2
7727,1681,69.8
5288,2950,49.3
2976,7709,84.6
199,85,50.6
8153,1871,51.0
588,2944,82.7
7828,3266,91.3
5921,9650,54.1
6532,1158,20.3
5784,3984,16.7
12,1648,29.0
7100,346,22.6
6623,4922,65.8
1,2300,8.2
804,9814,38.0
8557,1668,25.9
6859,7641,24.7
9550,408,75.1
1290,2972,38.7
4634,5505,73.1
5083,2132,66.5
2539,5161,72.0
9797,7720,9.2
8791,3229,6.0
380,2174,94.1
9847,2421,54.4
2101,9152,46.8
2082,6363,88.6
920,2960,46.3
9018,1491,22.7
8628,6603,35.8
3117,7487,86.0
2899,6157,61.1
4818,5065,11.8
7230,7524,45.3
9603,3571,60.7
2872,310,20.0
2473,6610,69.7
2223,6555,54.1
5523,8327,59.0
1332,3835,62.3
9840,3170,99.2
7364,3607,93.2
7215,2313,28.7
9510,1628,57.0
9243,7867,16.2
8476,2059,34.1
1597,6943,88.9
7365,8612,49.4
9446,5851,25.4
1424,8512,74.3
6731,5579,28.1
3498,9767,20.8
6527,3631,97.1
8254,2805,49.0
4434,1055,91.1
969,4905,74.8
4163,5742,13.2
2158,8665,20.7
1779,3764,60.2
2636,7963,24.0
5339,6498,25.5
1474,9646,53.2
1336,7466,40.4
6945,4179,92.1
2627,3735,98.0
4047,9954,41.3
7543,9388,92.4
1394,3932,68.5
4250,1971,34.1
9931,8400,6.1
8637,9,24.5
3398,1569,12.9
4336,9079,59.1
8679,1683,6.2
4280,5167,7.9
69,775,43.9
6965,3749,76.3
1533,7983,29.7
2745,7318,34.3
3645,1605,82.7
9481,6470,28.8
4792,6785,95.6
3578,4716,98.8
3165,2357,58.6
9791,7330,52.3
5323,1205,71.3
9734,869,93.0
5605,410,24.6
1855,9620,50.7
817,2789,76.8
2920,3051,23.8
3483,7115,73.8
9474,8897,53.9
7312,3675,88.9
1410,2139,98.1
2321,2040,86.7
1537,6016,21.8
6986,3581,22.8
2348,3790,61.5
9817,8533,13.5
3431,2676,58.1
7720,9567,34.6
2423,5429,40.1
2380,9150,5.2
4688,4962,71.9
5094,3388,73.2
3191,862,83.3
2588,3652,67.0
4497,4875,91.9
3549,8159,44.4
9392,8182,98.3
831,1761,37.1
9508,4511,49.9
8041,8628,28.1
2748,2203,54.9
6490,9257,25.2
6381,9562,98.1
4976,5053,8.3
6494,10000,77.6
5581,5101,31.8
6051,1483,49.9
3365,1221,72.3
8841,510,65.0
8792,3938,71.2
4366,3036,6.6
3470,5743,31.9
6069,8698,62.5
2199,9193,7.9
5532,8194,5.3
7776,2336,77.0
9748,6680,97.7
276,5213,45.2
4503,9180,72.3
2606,7959,52.8
6220,3321,53.9
5351,2693,29.6
269,6431,5.8
8902,829,7.3
9119,9237,65.8
3028,5384,34.7
8775,4974,59.0
4985,9390,93.6
9202,3682,37.3
4683,3368,16.9
2800,613,98.8
9761,9468,66.2
21,8567,68.5
4382,9015,14.0
8450,7252,19.2
1858,2939,16.6
7103,7874,62.6
4161,5908,92.9
9138,9991,74.2
8017,698,40.8
9244,7756,67.9
1878,4226,73.4
2963,5034,62.6
194,7680,57.9
4446,6348,34.0
1464,7634,59.0
8655,1456,47.7
160,7781,81.1
2321,1323,39.5
7075,7746,37.8
4189,8115,12.2
5246,6122,22.7
9509,8441,72.0
4735,4666,84.0
1304,4568,24.4
2628,4325,73.6
1322,1943,56.3
2125,6500,28.7
7947,8090,91.9
350,2389,64.0
5490,2964,40.9
3439,7656,32.4
6236,7491,5.4
4272,1686,73.3
9504,4002,98.4
1454,6437,92.8
3538,9444,14.6
3884,6920,91.9
7070,200,83.4
893,1215,43.9
2884,7814,34.4
8501,9865,55.4
9962,583,75.0
3638,860,69.3
1659,9166,84.1
3457,4811,93.4
1866,9840,52.7
3829,9356,32.8
5215,3364,25.3
2680,5987,88.4
1623,8735,48.2
2130,1782,35.9
5289,7359,49.8
6203,3185,92.4
2200,5058,73.3
9481,3453,95.9
5613,7179,69.7
9764,2036,50.3
8958,5078,32.2
8033,3241,39.6
3926,8205,43.5
4235,6443,83.7
5130,178,62.0
9455,7357,23.7
3245,393,85.7
935,5829,24.9
1699,1914,64.3
9902,9692,80.6
6367,1736,52.8
7661,1930,61.1
8164,9491,51.1
3020,1978,6.7
2635,5105,5.4
7454,7759,60.0
6664,786,48.3
3376,5797,62.6
6331,5216,60.2
9743,1376,9.5
2472,1476,89.6
9403,9743,47.3
7616,9907,7.0
8607,4799,89.9
7641,2692,29.4
2362,1326,98.4
8367,2255,62.4
1996,3262,99.9
4900,5351,68.3
2068,9112,69.1
5266,1091,74.2
939,2670,58.7
4396,8857,26.9
6744,3686,14.9
5390,538,20.5
8011,2317,60.1
6528,761,54.8
6408,3978,98.6
6613,4488,50.3
4091,1936,54.3
8300,5827,43.6
7535,62,10.9
5216,7126,19.3
1379,2393,67.0
6037,9796,65.2
75,449,8.3
7158,5053,85.8
4819,4263,82.8
1120,9635,8.9
2380,1246,22.4
3286,9052,39.2
6583,3188,63.2
2695,8740,84.1
6559,1368,64.6
172,9645,99.6
8500,72,6.0
5045,6370,95.7
8847,5091,98.0
6012,7323,60.0
6771,7008,94.9
5201,4470,59.6
6814,10,84.6
680,705,41.0
2796,2279,83.9
4565,8181,24.0
7553,2951,8.3
6860,2078,12.5
8959,5127,77.9
7975,9901,77.3
4610,4563,77.0
4179,2526,57.9
4206,7950,67.3
2867,7174,87.2
3413,2409,88.8
1906,6505,64.7
7213,3753,71.1
6557,2152,94.4
9582,1777,11.9
6786,4593,86.9
1100,8486,36.3
2217,8199,43.6
2925,6393,23.5
8726,1104,86.4
8349,5746,11.8
1619,1469,60.0
4911,5649,96.6
5461,465,61.6
9505,9321,19.6
2771,4291,20.5
910,4505,85.6
6168,2429,32.0
1310,700,70.3
4864,913,50.1
284,1935,12.2
3200,1543,27.1
8422,6600,77.0
6724,3058,54.5
1351,5994,17.8
6322,3770,9.0
9917,4381,21.0
4665,4376,18.2
5125,3984,90.0
7776,4343,53.9
9465,2775,54.0
2168,6386,64.4
8456,345,81.8
4134,165,66.3
5611,9589,44.9
5798,1377,77.4
8910,1123,18.2
4675,6256,43.3
2344,6933,62.4
2445,3599,74.4
1495,9152,10.5
4354,1937,75.7
9635,8149,75.4
1193,7527,16.2
813,738,92.7
8304,6745,56.6
7970,9039,18.3
1983,7702,13.3
6987,9726,98.6
529,3175,87.0
2464,7544,99.7
1859,5771,72.6
9091,9910,87.9
8473,5304,23.2
1493,3260,49.3
1876,3565,43.2
4230,2227,23.4
9192,9633,71.8
1255,8349,64.8
7979,8216,81.2
2165,7088,40.0
4364,5191,65.3
4829,8418,82.7
5143,494,56.1
8953,2049,31.0
834,9799,84.1
9723,8877,91.8
1708,9770,67.4
6191,6777,15.6
7967,6448,74.5
6248,8124,12.8
5354,8101,55.3
4317,636,41.8
5944,5663,37.8
2256,7970,16.3
758,7368,9.8
126,1846,15.4
7554,520,75.6
3009,1466,34.9
9225,2897,34.5
5601,6803,26.6
6944,3942,76.3
6671,805,42.2
6846,8241,96.1
6918,2384,17.1
127,7788,26.9
1391,6321,68.3
5169,807,90.2
2205,7371,78.0
37,9261,18.6
7800,4879,52.5
8624,1596,66.8
1205,8204,67.8
352,3225,91.2
8058,7166,45.0
88,656,48.4
5189,6444,35.5
5284,6656,96.4
1354,6806,23.9
7373,6758,44.2
6715,9501,62.4
2440,1007,63.1
9505,3975,15.8
3013,3561,14.7
895,3410,91.5
7419,45,96.1
4382,7265,82.3
8652,9291,15.8
7225,9008,87.8
4808,8315,95.1
3105,5584,99.5
6851,9412,26.2
9346,8957,84.8
2767,8687,56.0
5384,5387,13.4
3952,8240,84.1
8416,4543,76.7
2899,5971,78.0
8431,241,82.7
6865,5712,60.8
9255,4754,32.5
6798,7108,24.0
5694,6853,59.1
3370,7465,67.7
3282,3753,43.3
9106,633,27.6
8816,9829,47.5
119,1068,30.9
9538,9356,89.7
1859,9332,69.1
2342,6435,83.7
8969,3224,22.5
349,5768,54.4
3825,3677,71.9
5785,4533,58.5
1604,5798,65.2
3566,9715,61.0
436,9981,91.6
2218,5401,58.5
9415,8012,86.4
87,4007,66.4
1961,9764,14.2
8014,9532,27.5
3546,1964,12.1
2189,6397,66.8
2944,7691,30.5
8777,3137,46.1
7370,5836,33.4
3728,7511,91.7
5655,56,78.1
8417,3630,13.9
9537,7258,47.5
2713,6004,82.4
7454,3462,56.5
5878,7801,18.0
2044,3104,23.4
9421,5069,16.7
6263,3156,57.7
7739,9707,36.7
5867,5239,77.9
8984,1023,54.6
9286,7780,77.3
9073,8142,59.3
3279,3218,71.8
6539,4112,68.7
4404,1437,67.8
2702,8579,28.2
7833,9305,97.0
816,4688,18.2
4268,7618,15.7
7452,3401,69.4
9393,9307,55.1
8813,5918,57.2
8423,8188,61.2
6981,8672,16.4
4714,9339,11.2
3555,7750,20.9
7342,8123,78.9
804,6974,34.6
4063,5852,79.8
2608,9852,84.3
4237,2051,36.6
4909,4366,80.3
5289,9352,94.3
3751,4583,41.8
1664,4645,94.2
6282,6268,29.6
8101,2507,12.9
4638,2261,93.1
2581,2944,55.4
3609,3146,47.0
7357,2713,39.9
3430,7996,26.4
5007,6426,98.0
8681,1864,61.9
2226,7908,98.2
2570,581,98.7
9703,3050,30.1
2593,2329,37.4
9352,1713,41.6
1325,7178,65.5
5397,8493,62.1
1525,574,30.5
3191,6474,86.6
5168,3880,15.6
6114,6870,34.5
5895,8770,25.6
3122,7041,26.6
4003,8012,74.9
9734,7834,68.9
4516,1223,14.5
2486,5877,64.1
2686,4371,38.3
7817,5652,71.8
7006,5662,57.8
3083,36,58.9
8423,5898,88.3
1323,8840,22.7
3744,4747,28.2
8936,3917,85.1
3100,324,41.2
4187,241,22.5
3946,1931,64.5
4394,3907,28.7
2077,7988,45.9
328,9858,68.1
7081,1248,5.4
9022,2186,89.9
4831,7940,33.9
204,3050,70.5
4109,6562,14.2
4910,7523,22.3
3296,1932,70.2
7804,2148,33.0
6612,6571,15.1
8240,1711,29.1
4958,5050,78.5
6071,6042,45.0
6009,49,23.5
5574,8792,95.5
6186,2809,60.4
8793,5365,17.2
9257,7706,66.8
676,2114,43.0
2358,3671,63.5
6904,1707,88.9
6565,243,43.0
8959,9103,54.4
4489,5042,21.8
1201,6174,47.8
560,4388,48.6
5129,3790,70.6
7293,5415,26.6
1550,2949,65.1
6367,7896,21.9
675,1402,86.7
5738,7138,98.8
6885,4969,14.1
7075,1419,60.2
1899,9777,24.4
9308,3428,56.5
3577,5250,40.6
6379,629,92.9
8323,3885,87.3
24,1003,48.1
2131,69,6.4
54,9359,97.4
1275,2518,71.5
7487,7034,45.6
4644,1233,74.3
7009,88,81.0
3879,2620,77.8
3314,5236,77.1
1855,6173,77.2
7512,6939,13.7
605,8937,72.8
9756,13,14.2
5446,6348,61.6
1154,5570,89.5
920,8455,11.9
2287,4585,89.4
850,112,85.5
9634,853,90.7
7375,9974,99.1
6495,4873,91.7
9965,9653,15.7
572,3515,51.7
1055,3129,27.5
6809,4326,37.7
4099,7047,46.4
2605,1709,36.6
4700,5038,30.1
1130,5879,69.3
8219,8216,98.0
7431,8966,82.9
9823,4361,87.3
1401,9158,12.8
6605,5232,23.1
3051,1178,83.8
7653,1659,25.5
9396,683,80.3
614,1341,9.3
2590,4871,41.8
8714,2249,31.8
2200,3885,45.9
8234,3666,7.7
8427,1957,38.7
6836,4511,78.2
995,2795,57.0
4315,7779,98.8
1970,8607,68.9
5416,6151,90.6
9765,422,37.4
1466,8405,44.0
6432,2771,12.3
7714,1075,23.3
7770,2160,38.6
9337,2794,43.4
7303,2042,99.8
8450,3252,30.6
6331,1618,38.5
4603,4819,66.1
1252,8040,26.3
5576,7023,81.7
3071,823,63.4
8590,2131,35.5
7986,2942,21.8
1845,7464,9.8
8022,5494,7.2
1809,6974,62.8
496,1227,55.9
9265,8312,23.4
1386,7563,97.4
9449,5787,72.8
8911,1908,9.2
9245,9599,97.5
8629,6159,88.1
9754,554,77.2
7235,4020,76.9
2332,7468,98.8
9598,2158,52.7
3883,6731,91.9
6361,2211,5.7
4764,3676,96.5
5878,8708,56.5
2900,1013,13.2
8050,4564,59.3
171,7978,12.3
6154,4933,9.4
3979,3323,49.7
4218,6279,20.3
6564,9566,52.1
4992,3370,17.9
6286,9261,11.9
9491,1564,69.6
1081,6355,26.7
2673,4013,88.6
1426,8637,96.6
9146,8413,24.2
3632,4901,71.5
9664,5567,71.7
694,5486,50.9
8733,7331,98.5
148,6393,58.3
4828,1730,80.4
2616,5251,26.6
2639,5210,82.2
2555,786,96.4
8385,374,52.7
8965,9062,86.6
6202,6520,68.6
7818,5549,37.3
215,2523,91.8
9731,5885,66.1
6083,7878,75.2
3790,1107,80.2
7531,6671,84.3
3303,4886,36.0
5863,8804,40.6
4148,7600,56.9
426,2839,55.0
7903,2596,63.7
798,417,53.0
8756,6329,58.1
7020,3965,33.6
4853,3903,10.9
2253,9207,72.5
467,7322,89.4
1945,4504,78.1
9623,2134,42.4
5471,3926,39.9
3851,3886,80.6
9311,4467,9.3
3426,7193,59.9
4089,2707,93.6
1868,9696,46.1
3072,3857,99.6
6422,3722,74.6
3501,5636,30.5
8533,6270,21.5
9857,337,41.8
8681,4255,67.1
6011,7167,78.8
1745,8695,27.0
9290,6120,12.6
717,1047,16.1
4912,8002,32.8
2683,8282,24.9
3060,4703,16.5
3737,5658,42.5
6443,9859,42.6
4476,6386,89.0
8925,7271,99.2
9859,9084,35.1
3767,9497,77.3
7354,2322,55.5
3521,7451,35.7
320,3611,31.6
8053,255,70.6
5145,8871,72.0
2154,2351,13.3
1276,2369,5.1
8942,9502,83.0
2985,1921,41.0
5738,6685,46.9
1417,7892,20.2
2666,5489,17.4
7335,4348,22.1
6608,8995,83.5
2765,9580,79.2
5325,896,9.5
1205,2047,32.8
3477,4353,9.2
9959,128,52.9
6351,118,7.7
7207,2571,46.3
6994,7999,77.9
9164,6861,55.9
4360,79,9.2
4079,4781,65.1
1268,8297,86.1
6380,3780,97.9
9245,243,32.5
1312,4083,83.6
1215,7623,36.3
1058,5043,79.9
1654,9406,79.8
4106,372,30.4
3238,7357,34.4
3819,8734,9.2
1146,3161,92.6
3512,6961,46.5
6441,2578,70.3
8340,211,29.7
8465,4350,24.8
4486,2136,83.9
5485,30,73.8
2014,8096,15.1
23,2746,53.1
9020,128,78.6
4950,3272,37.3
1004,7092,42.2
6595,6817,35.0
8531,6488,81.3
619,8330,7.8
8922,6976,87.9
6888,4206,83.7
2143,7338,93.8
9130,8093,81.4
7597,5950,47.5
6918,1513,39.0
7928,399,59.5
2362,6705,94.7
7290,301,59.2
2983,5728,28.0
409,6747,95.0
4904,3377,57.3
1527,618,39.6
5935,6120,55.7
7276,4893,40.1
6326,4072,93.1
1918,8509,67.3
6845,1851,62.6
3096,3004,17.8
2429,5069,10.5
5182,7584,13.5
7184,6273,71.2
5503,6640,62.5
7189,3730,14.4
2867,2664,66.3
2372,4527,38.3
8756,5192,61.5
9899,4743,37.0
9911,6800,97.5
5425,8352,43.0
5827,2485,44.2
9334,2908,92.2
9697,7331,79.1
228,5966,61.9
8212,4200,13.7
5923,2970,71.1
1714,6261,79.9
1301,7430,61.9
1874,4649,96.7
3988,3845,49.5
6914,6980,78.1
1930,21,33.7
842,3572,95.0
4931,6508,27.6
8013,262,95.0
9789,9983,27.8
7155,3518,15.9
3151,154,50.4
7171,800,44.4
4885,2932,34.6
7398,5341,35.2
2251,1228,83.2
978,195,81.0
5802,2654,93.7
9834,3241,86.5
3420,6575,24.9
3745,4844,66.9
580,1015,95.7
4193,4901,37.5
5358,4812,87.2
3872,9023,6.8
5044,2010,82.1
3221,6000,68.9
764,7547,19.4
1460,5263,35.9
4892,7925,25.4
5654,4062,66.8
4127,9328,66.2
1072,5077,21.4
4086,4159,40.1
990,6941,11.4
7236,5175,51.4
3748,6523,31.5
4309,5546,52.3
8230,2291,38.9
1909,7044,21.8
3773,7660,80.1
9004,9631,31.5
7363,8208,69.0
3594,1881,26.5
2162,3505,6.8
2152,8002,75.1
6703,2135,93.7
1883,14,73.4
9844,6090,87.5
7829,6667,25.3
7745,6076,40.9
5545,4785,41.8
8065,7387,25.8
3392,5491,31.6
3339,1867,11.0
2120,2825,44.9
9835,5880,99.2
528,6810,78.0
8863,1302,44.4
6702,9256,78.3
22,3293,10.3
1500,90,40.2
4592,4589,11.8
3844,7251,30.2
6895,6740,44.3
8822,6814,23.3
4333,7902,13.2
4845,465,97.6
3212,9962,86.2
355,8562,89.2
2573,3260,52.6
6004,9610,36.6
9620,4352,90.5
8542,5111,46.9
8610,2299,9.7
9799,7889,33.9
4419,3113,14.3
3837,5968,18.5
6177,7925,29.3
1546,3783,71.1
2378,7892,69.1
6400,2688,61.0
7999,884,82.1
1208,1037,6.9
979,5327,21.3
8831,1835,17.4
8798,3258,64.7
8494,4887,19.2
1656,6848,40.2
8044,3633,56.7
7220,7710,71.2
3022,1263,31.7
1111,4895,36.9
1757,1092,60.5
5411,2635,16.6
7960,7940,44.0
1202,7350,77.5
9074,656,7.3
3262,3974,13.8
4608,587,49.7
5574,6596,44.6
9504,1840,18.4
7716,5794,18.0
2819,2746,33.8
7032,434,86.4
4986,9578,83.0
5440,932,71.0
165,8861,94.1
9187,6719,76.0
5705,1692,12.0
5124,8862,17.2
4774,1980,16.8
1360,6498,62.4
6982,7836,64.1
2626,3385,43.7
361,2712,82.5
669,6285,55.7
6815,5386,71.4
9805,6348,16.5
9772,2585,90.6
1453,2461,58.4
6135,1694,79.8
9227,2405,34.7
816,3953,49.8
1967,5342,63.5
8131,7239,84.0
760,2483,59.1
5411,6155,54.5
285,7633,57.5
7744,1165,52.2
590,7265,56.8
2619,5744,22.9
7833,1966,68.4
2532,317,98.7
3140,1887,59.5
4580,8116,57.7
352,8850,73.8
7492,7535,73.7
5233,4507,79.2
778,6596,36.4
8457,4738,20.2
771,9692,52.9
4940,4368,24.5
9991,6408,54.2
8638,1433,20.3
763,5172,8.6
4409,3484,32.8
7558,7132,18.4
3283,1666,77.0
9061,4584,75.4
8528,4038,90.6
2703,7837,47.1
8079,9024,51.5
9169,6022,58.1
3709,6250,97.1
126,6859,23.7
5635,1412,15.1
8959,7422,78.0
6149,1955,46.4
4467,604,39.3
910,4359,87.2
5713,5413,48.3
8778,6937,36.0
7670,1036,55.2
7795,2589,45.4
8464,5273,49.7
6932,3751,16.3
6148,1965,51.4
234,4669,70.0
4686,8306,31.0
9351,6592,66.3
6782,9219,30.7
7923,7845,32.3
6139,5191,6.2
9586,1551,68.9
9417,4527,38.3
7450,5148,41.7
8596,7227,25.9
7803,5619,55.1
8897,3281,97.6
